Customer_ID,Recency,Frequency,Monetary,Segment
14606,0.6931471805599453,7.8928255262511176,9.399070516501299,High Value
16835,4.859812404361672,2.3978952727983707,5.203182171432998,At Risk
15235,5.389071729816501,4.969813299576001,7.718023053610256,Regular
13576,2.3978952727983707,4.844187086458591,8.812596379192264,High Value
18011,5.924255797414532,3.367295829986474,4.642369626977198,At Risk
13090,2.302585092994046,5.049856007249537,9.095133764476559,High Value
15694,0.6931471805599453,4.356708826689592,8.754974683414556,High Value
14741,2.5649493574615367,4.07753744390572,7.176055735500016,Regular
13715,5.641907070938114,4.653960350157523,6.983224467118015,Regular
17732,5.924255797414532,2.9444389791664403,5.7202134111139475,At Risk
12855,5.924255797414532,1.3862943611198906,3.66612246699132,At Risk
15752,3.713572066704308,6.0063531596017325,7.873826161018318,High Value
17855,5.924255797414532,2.8903717578961645,5.346964663369558,At Risk
14047,2.302585092994046,3.4965075614664802,7.177484661947136,Regular
17925,5.924255797414532,0.6931471805599453,5.501584687857454,At Risk
17017,1.3862943611198906,5.5254529391317835,9.05344091772765,High Value
13941,3.1354942159291497,3.713572066704308,8.379098258807893,High Value
14135,1.0986122886681098,4.890349128221754,8.40722429568992,High Value
13108,5.924255797414532,2.3978952727983707,5.8609571490281995,At Risk
15601,2.4849066497880004,6.018593214496234,8.821372434155471,High Value
13418,2.5649493574615367,5.720311776607412,8.720693878671442,High Value
15658,5.25227342804663,3.8918202981106265,6.932545447789356,Regular
14388,2.3978952727983707,5.231108616854587,8.07522176285542,High Value
14901,2.4849066497880004,4.574710978503383,7.260023527685966,High Value
18041,2.5649493574615367,6.129050210060545,8.318344612668472,High Value
15955,3.2188758248682006,5.214935757608986,8.393274873346142,High Value
15070,5.924255797414532,0.6931471805599453,4.674696248636701,At Risk
16244,5.3612921657094255,4.5217885770490405,7.328929680795481,Regular
15111,3.4011973816621555,4.442651256490317,7.357862276513416,Regular
14390,2.3978952727983707,5.652489180268651,8.443238745938231,High Value
16546,5.676753802268282,3.258096538021482,6.669688427072551,At Risk
15260,4.61512051684126,4.356708826689592,7.502059546979103,Regular
14491,5.170483995038151,2.8903717578961645,5.834606037750557,At Risk
13305,1.6094379124341003,4.406719247264253,7.601832027360015,High Value
14060,1.791759469228055,5.293304824724492,8.682134584378655,High Value
15923,5.924255797414532,3.091042453358316,4.852655068688459,At Risk
16752,5.924255797414532,2.302585092994046,5.339939041238856,At Risk
17287,3.295836866004329,4.812184355372417,6.956602584376121,Regular
15363,5.924255797414532,2.833213344056216,5.7899601708972535,At Risk
12915,5.0106352940962555,3.1354942159291497,5.898937989430242,At Risk
15544,2.302585092994046,5.560681631015528,8.174057603899483,High Value
15738,2.995732273553991,5.159055299214529,8.479163129156776,High Value
15827,4.30406509320417,4.7535901911063645,7.515938076938256,Regular
14180,2.4849066497880004,5.484796933490655,8.465798839290947,High Value
13117,3.1354942159291497,4.343805421853684,6.893565072546089,Regular
16916,3.2188758248682006,4.919980925828125,6.334007604663525,Regular
17964,3.4965075614664802,4.59511985013459,6.140337036046906,Regular
14466,3.4011973816621555,4.290459441148391,7.72903178725261,Regular
17235,3.258096538021482,3.4011973816621555,6.311843696146471,Regular
16510,5.921578419643816,2.6390573296152584,5.517854422268135,At Risk
17802,4.418840607796598,4.948759890378168,7.159323008512906,Regular
15107,5.7430031878094825,2.833213344056216,5.7698822763607245,At Risk
17976,5.921578419643816,4.060443010546419,5.7770019569816125,At Risk
14449,2.995732273553991,5.5254529391317835,6.787619477742156,High Value
16781,5.921578419643816,2.8903717578961645,5.743804149005687,At Risk
13491,3.970291913552122,4.465908118654584,7.103996177364903,Regular
16186,3.1780538303479458,5.389071729816501,8.296032672592768,High Value
17685,2.8903717578961645,4.852030263919617,8.057323638517671,High Value
17581,0.6931471805599453,6.0867747269123065,9.308033165645913,High Value
15732,5.3612921657094255,2.70805020110221,5.68738205328842,At Risk
13138,3.1354942159291497,4.1588830833596715,6.870458314237744,Regular
15823,5.921578419643816,0.6931471805599453,2.772588722239781,At Risk
17567,2.0794415416798357,5.10594547390058,8.318859319010603,High Value
15061,1.6094379124341003,5.8377304471659395,10.522869240750985,High Value
16203,4.0943445622221,3.58351893845611,6.386710955021814,Regular
15640,1.6094379124341003,6.163314804034641,9.388746774546252,High Value
15574,5.187385805840755,5.030437921392435,6.517139373724178,Regular
16770,4.07753744390572,4.948759890378168,6.630815303062258,Regular
17838,3.332204510175204,4.762173934797756,7.888379510978491,High Value
17228,2.833213344056216,5.342334251964811,7.553333799033199,High Value
14829,3.4011973816621555,3.7612001156935624,6.549006758096496,Regular
17412,1.3862943611198906,4.204692619390966,7.138120689779327,High Value
14031,2.0794415416798357,5.4680601411351315,9.418149347369734,High Value
14775,4.07753744390572,4.110873864173311,6.9205727826927514,Regular
12971,1.6094379124341003,5.703782474656201,9.24460555752905,High Value
17659,2.8903717578961645,5.0689042022202315,8.006520889229225,High Value
15299,4.219507705176107,1.3862943611198906,7.479214936284978,At Risk
15646,5.0689042022202315,3.58351893845611,6.106220784406171,At Risk
13402,4.852030263919617,3.6888794541139363,6.433309799308897,Regular
17757,0.6931471805599453,6.606650186198215,8.583428397369728,High Value
13011,5.921578419643816,1.3862943611198906,3.942552210462969,At Risk
16634,5.4116460518550396,2.302585092994046,5.388615004528817,At Risk
18239,5.393627546352362,4.48863636973214,7.354112779132593,Regular
14576,5.921578419643816,0.6931471805599453,3.594568774642695,At Risk
13145,3.713572066704308,1.9459101490553132,6.428944984648157,At Risk
18168,5.176149732573829,4.875197323201151,7.057071434162108,Regular
14395,1.0986122886681098,5.855071922202427,8.15504903283773,High Value
14865,2.0794415416798357,1.6094379124341003,3.9740583963475986,At Risk
15093,2.9444389791664403,4.634728988229636,8.333678923625222,High Value
16150,3.784189633918261,4.770684624465665,7.627554127539443,Regular
12738,5.921578419643816,2.4849066497880004,5.05209708390385,At Risk
17552,4.110873864173311,3.912023005428146,6.836699567016301,Regular
14236,4.406719247264253,2.772588722239781,6.198194123153937,At Risk
17961,3.091042453358316,5.521460917862246,7.1681483711962475,High Value
14573,5.198497031265826,5.429345628954441,7.402951395859895,Regular
17135,2.833213344056216,3.970291913552122,7.039423687328594,Regular
17396,3.6888794541139363,3.1780538303479458,8.636326426254435,Regular
12967,5.883322388488279,2.995732273553991,7.415716805133478,At Risk
12686,5.921578419643816,2.0794415416798357,4.501364017262502,At Risk
13370,5.921578419643816,3.6888794541139363,6.62786940372116,At Risk
16883,5.236441962829949,3.6375861597263857,5.611228493045593,At Risk
13520,4.0943445622221,4.543294782270004,8.195706114352095,Regular
16905,1.791759469228055,5.298317366548036,8.019152162009666,High Value
12841,1.791759469228055,6.028278520230698,8.292192917458863,High Value
12427,3.1354942159291497,3.4339872044851463,6.6415998370746365,Regular
17967,5.921578419643816,3.7612001156935624,4.729774349212622,At Risk
16891,1.0986122886681098,5.231108616854587,6.6112746121740065,High Value
14589,5.921578419643816,1.3862943611198906,3.7074558396868715,At Risk
14156,2.3978952727983707,7.140453043101158,11.195396231372136,High Value
14680,3.258096538021482,5.53338948872752,10.151698670526883,High Value
17884,1.6094379124341003,4.736198448394496,6.545450229989766,High Value
12557,2.833213344056216,3.091042453358316,7.824981573081442,Regular
14083,1.6094379124341003,5.181783550292085,6.911647693697481,High Value
13013,0.6931471805599453,5.393627546352362,8.478855608188903,High Value
14210,4.672828834461906,4.634728988229636,7.553202700664662,Regular
16477,4.174387269895637,4.990432586778736,7.822228359929267,Regular
12600,3.4011973816621555,4.174387269895637,7.863282108506616,Regular
16013,1.6094379124341003,4.6913478822291435,9.779149202680093,High Value
17949,2.1972245773362196,3.091042453358316,9.10084576717988,High Value
12779,3.6635616461296463,5.0106352940962555,8.289629887368429,High Value
16926,5.918893854273146,2.70805020110221,5.443499376392535,At Risk
17787,5.0369526024136295,4.859812404361672,7.505789260335805,Regular
12682,1.6094379124341003,6.261491684321042,9.383804483832874,High Value
17954,1.791759469228055,6.16541785423142,7.693559121880844,High Value
14723,2.3978952727983707,5.560681631015528,7.024079473268938,High Value
17819,4.290459441148391,3.8918202981106265,8.217673327978565,Regular
12712,3.4011973816621555,4.897839799950911,8.388707334356674,High Value
16140,4.204692619390966,3.5263605246161616,6.297661653557477,Regular
15373,2.1972245773362196,4.890349128221754,7.79024514376692,High Value
17198,3.2188758248682006,4.574710978503383,6.541347409127499,Regular
17238,1.3862943611198906,6.320768294250582,8.221505828626315,High Value
12793,5.817111159963204,3.2188758248682006,6.303497710423594,At Risk
15769,2.0794415416798357,3.713572066704308,8.871185339875208,High Value
14396,4.189654742026425,4.30406509320417,6.192342039368019,Regular
14898,3.1780538303479458,4.68213122712422,6.992895740233209,Regular
12725,5.918893854273146,3.2188758248682006,6.060990609756592,At Risk
16725,5.713732805509369,4.983606621708336,6.632357445363575,Regular
12395,2.995732273553991,5.056245805348308,8.012889586306857,High Value
16455,4.174387269895637,4.605170185988092,7.518704931910683,Regular
13081,2.5649493574615367,6.92951677076365,10.248765901285433,High Value
15545,4.007333185232471,4.394449154672439,5.669777469353516,Regular
17243,0.6931471805599453,5.961005339623274,9.052639230044456,High Value
15465,3.044522437723423,4.584967478670572,8.903219925879805,High Value
13089,1.3862943611198906,7.496097345175956,10.931161507102932,High Value
16033,1.9459101490553132,7.029087564149662,9.080211185280058,High Value
13838,1.9459101490553132,5.111987788356544,6.515926768396882,High Value
18055,2.0794415416798357,5.883322388488279,8.819124262985744,High Value
15038,4.0943445622221,4.836281906951478,6.531955763529723,Regular
18109,1.0986122886681098,6.077642243349034,8.873131864374,High Value
13069,0.6931471805599453,6.045005314036012,8.310582220736388,High Value
16241,2.3978952727983707,6.486160788944089,7.859918818329966,High Value
14800,3.8918202981106265,5.950642552587727,8.373966955298872,High Value
15708,3.7376696182833684,5.6131281063880705,8.082170531065747,High Value
16839,2.302585092994046,5.552959584921617,9.65106901495081,High Value
16168,2.4849066497880004,4.584967478670572,8.169291081959216,High Value
16931,1.791759469228055,6.787844982309579,8.424171790358395,High Value
16814,2.70805020110221,5.768320995793772,8.766815077043479,High Value
15351,2.5649493574615367,5.393627546352362,7.568203632578843,High Value
13269,0.6931471805599453,5.755742213586912,8.583782109053482,High Value
14813,5.916202062607435,3.4011973816621555,5.0361730778840945,At Risk
12567,3.1780538303479458,6.102558594613569,9.148707492038316,High Value
17062,5.752572638825633,4.248495242049359,6.281013625618804,Regular
15332,5.905361848054571,3.58351893845611,7.415813075846797,Regular
14810,3.7376696182833684,5.541263545158426,7.643161820556003,High Value
16353,1.6094379124341003,4.553876891600541,8.806380630235296,High Value
18118,2.4849066497880004,7.142036574706803,8.63516820864298,High Value
13831,2.833213344056216,4.276666119016055,7.535323397229264,High Value
13506,5.75890177387728,3.295836866004329,6.130182466419805,At Risk
17796,3.713572066704308,4.406719247264253,6.53813982376767,Regular
15716,4.990432586778736,4.770684624465665,7.00498180324312,Regular
18156,2.6390573296152584,4.812184355372417,6.517139373724178,Regular
16983,2.6390573296152584,4.969813299576001,7.5532184333763785,High Value
17059,3.4339872044851463,6.244166900663736,8.033136072864288,High Value
16327,2.70805020110221,5.762051382780177,8.248338107080782,High Value
17211,3.332204510175204,5.356586274672012,7.748554928800743,High Value
17026,5.225746673713202,1.6094379124341003,5.048765669457523,At Risk
15570,2.0794415416798357,5.768320995793772,8.33082023879011,High Value
15880,5.91350300563827,4.574710978503383,5.799183559419454,Regular
16718,5.91350300563827,3.8066624897703196,6.408611159989984,At Risk
15808,5.726847747587197,5.278114659230517,8.20310417107402,Regular
17858,1.9459101490553132,5.236441962829949,8.163274445671222,High Value
16393,1.0986122886681098,5.793013608384144,8.020257323488867,High Value
14527,1.3862943611198906,6.879355804460439,9.048777455940112,High Value
14161,5.37989735354046,4.653960350157523,7.0018101257309775,Regular
17863,4.0943445622221,4.997212273764115,8.02858557621668,High Value
16411,2.995732273553991,3.8066624897703196,5.3598827222061916,Regular
16402,5.583496308781699,4.060443010546419,5.685109209390579,At Risk
15023,1.3862943611198906,6.317164686747284,8.81305323293633,High Value
17402,1.791759469228055,4.0943445622221,7.8765815333589115,High Value
15426,2.995732273553991,5.62040086571715,7.247842402590825,High Value
12647,3.1354942159291497,4.804021044733257,8.222505302105255,High Value
15894,5.537334267018537,3.6375861597263857,5.557792847109637,At Risk
15867,1.791759469228055,6.131226489483141,8.24568363596401,High Value
12472,3.4965075614664802,5.8289456176102075,8.790742363252102,High Value
14506,2.8903717578961645,5.69035945432406,7.5815412348134545,High Value
15555,2.5649493574615367,6.78897174299217,8.475508324728846,High Value
13034,4.02535169073515,3.6375861597263857,6.467341519456512,Regular
15889,5.062595033026967,4.454347296253507,6.042799090644775,Regular
15953,2.772588722239781,4.584967478670572,7.413536199603394,High Value
16143,1.3862943611198906,4.770684624465665,7.793974357128903,High Value
12720,1.3862943611198906,5.869296913133774,8.652872026634535,High Value
16422,2.8903717578961645,5.749392985908253,10.128354418090998,High Value
12747,1.0986122886681098,4.6443908991413725,8.342127645985029,High Value
15502,2.833213344056216,5.3471075307174685,9.16009179483937,High Value
12763,4.9344739331306915,2.9444389791664403,6.204719365671822,At Risk
14081,5.713732805509369,5.017279836814924,6.827217448755657,Regular
17965,3.6635616461296463,5.786897381366708,7.863339798262662,High Value
14404,3.5553480614894135,4.61512051684126,7.2795395007214125,Regular
13579,2.772588722239781,3.1780538303479458,6.148553762350757,Regular
13174,2.833213344056216,5.683579767338681,7.917106389026516,High Value
15987,2.5649493574615367,4.852030263919617,6.985114389026472,High Value
17677,1.0986122886681098,5.717027701406222,9.701761745083482,High Value
13652,3.8501476017100584,4.1588830833596715,6.999495457544853,Regular
17428,0.6931471805599453,5.780743515792329,9.69924487402048,High Value
16858,5.91350300563827,2.3978952727983707,5.931422568022302,At Risk
16161,1.0986122886681098,6.156978985585555,8.618787222769154,High Value
18219,1.3862943611198906,4.74493212836325,7.635675797768084,High Value
14293,1.3862943611198906,4.127134385045092,6.954218929392177,High Value
16638,3.1780538303479458,4.553876891600541,7.427572358185583,Regular
14748,3.4011973816621555,4.499809670330265,7.256120795049728,Regular
17674,4.31748811353631,3.295836866004329,5.989963420981715,At Risk
12808,3.6375861597263857,3.367295829986474,6.183426980938617,Regular
13094,3.091042453358316,3.1354942159291497,7.392056212928697,Regular
15899,5.91350300563827,1.6094379124341003,4.047427642434349,At Risk
12708,3.4339872044851463,5.062595033026967,7.906145678459555,High Value
15898,0.6931471805599453,4.442651256490317,7.233332667405506,High Value
14443,4.007333185232471,4.543294782270004,7.259256864146872,Regular
17691,5.883322388488279,2.995732273553991,5.674696893761104,At Risk
17227,2.995732273553991,3.871201010907891,6.84622024286434,Regular
15919,3.044522437723423,4.812184355372417,6.266612140168987,Regular
15039,2.3978952727983707,7.297091005160418,9.871191091323615,High Value
13497,5.648974238161206,2.995732273553991,5.855215178416411,At Risk
15860,3.7376696182833684,4.941642422609304,6.87332945196712,Regular
15304,4.127134385045092,3.1780538303479458,6.544487219573761,Regular
14189,1.0986122886681098,5.579729825986222,8.441995394850336,High Value
14344,4.852030263919617,4.276666119016055,6.7922658609726465,Regular
16719,2.772588722239781,5.2832037287379885,7.479423853670205,High Value
15048,4.189654742026425,4.553876891600541,5.945420608606575,Regular
15301,3.9512437185814275,5.488937726156687,8.395804914681214,High Value
16898,3.295836866004329,5.062595033026967,6.218659878862289,Regular
14708,1.3862943611198906,3.332204510175204,6.896825768889411,Regular
14825,1.6094379124341003,4.795790545596741,7.706167470639493,High Value
18113,5.91350300563827,0.6931471805599453,4.34795265434013,At Risk
17596,3.1780538303479458,5.556828061699537,7.822524854484353,High Value
15078,2.0794415416798357,6.089044875446846,9.184418278884316,High Value
14085,1.0986122886681098,6.1070228877422545,8.394412940452025,High Value
17860,5.91350300563827,3.970291913552122,5.426930434016013,At Risk
13155,3.5263605246161616,4.454347296253507,6.880137391945464,Regular
15028,2.1972245773362196,3.8918202981106265,6.442747151414763,Regular
16919,5.056245805348308,5.7899601708972535,7.8606671943119375,Regular
17259,5.003946305945459,4.762173934797756,6.366865558668267,Regular
17019,2.4849066497880004,5.43372200355424,7.138136574519652,High Value
16722,2.8903717578961645,5.4116460518550396,8.443014755241522,High Value
15882,5.298317366548036,3.1780538303479458,6.248738957138337,At Risk
16710,2.995732273553991,5.978885764901122,7.811564439114215,High Value
14667,2.4849066497880004,6.340359303727752,9.11773812241702,High Value
15984,1.3862943611198906,5.54907608489522,7.850894346984606,High Value
14487,3.332204510175204,4.948759890378168,7.06174594600803,Regular
17682,2.3978952727983707,4.77912349311153,7.814128999448025,High Value
16658,5.910796644040527,2.1972245773362196,4.822215178840431,At Risk
16550,4.700480365792417,5.529429087511423,7.740651358353913,Regular
17068,2.5649493574615367,5.6937321388027,8.423572383818774,High Value
15356,3.4657359027997265,6.214608098422191,7.908030478039789,High Value
17223,5.739792912179234,3.8918202981106265,6.035218239997905,At Risk
16817,1.3862943611198906,4.465908118654584,7.381346216137902,High Value
13030,2.4849066497880004,4.532599493153256,6.6246493864952445,Regular
17191,3.367295829986474,5.4680601411351315,7.647156076059518,High Value
15194,1.3862943611198906,5.736572297479192,8.907277959485809,High Value
14409,4.276666119016055,3.9889840465642745,7.5694375919115044,Regular
16654,4.955827057601261,3.4011973816621555,6.400705849743913,Regular
13495,2.1972245773362196,3.8918202981106265,7.623578405880983,High Value
17519,2.8903717578961645,4.418840607796598,7.520245396524275,High Value
17218,1.6094379124341003,5.605802066295998,7.577106569775595,High Value
17812,2.6390573296152584,4.897839799950911,6.552236808926767,Regular
14215,2.5649493574615367,4.6913478822291435,7.490373052597007,High Value
15602,2.1972245773362196,3.8501476017100584,7.16924993468027,Regular
17320,4.61512051684126,4.30406509320417,7.091425925345387,Regular
12913,1.791759469228055,3.9318256327243257,7.817879034084852,High Value
17869,4.68213122712422,3.713572066704308,6.061876411348347,Regular
13564,4.976733742420574,4.406719247264253,7.453370659852556,Regular
13963,5.733341276897746,3.58351893845611,6.500598741212994,At Risk
17450,2.1972245773362196,5.220355825078324,10.165777968123011,High Value
17091,1.3862943611198906,5.278114659230517,8.250296269962053,High Value
17470,3.828641396489095,4.3694478524670215,7.02648897373005,Regular
15649,5.820082930352362,1.0986122886681098,6.705639094860003,At Risk
12681,2.772588722239781,6.459904454377535,9.531593091360708,High Value
14907,1.3862943611198906,5.111987788356544,8.161118067549472,High Value
17735,1.0986122886681098,6.53813982376767,9.481208376934894,High Value
16059,4.204692619390966,5.187385805840755,7.282183693304844,Regular
17720,3.295836866004329,3.9318256327243257,7.087523578988375,Regular
15018,3.6888794541139363,3.4657359027997265,6.209012472065032,Regular
15838,2.4849066497880004,4.927253685157205,9.740608558222798,High Value
14733,2.833213344056216,5.313205979041787,9.168153905320404,High Value
13756,1.0986122886681098,4.955827057601261,8.483702589771783,High Value
14176,5.697093486505405,3.4657359027997265,6.359400843323733,At Risk
15353,5.545177444479562,4.127134385045092,6.647844003475713,Regular
18119,5.910796644040527,3.4011973816621555,5.202356975402125,At Risk
17491,0.6931471805599453,4.68213122712422,8.08782158664759,High Value
14282,1.3862943611198906,5.043425116919247,8.216747340743936,High Value
13569,2.8903717578961645,4.382026634673881,5.8278273455181555,Regular
14673,1.3862943611198906,4.31748811353631,7.46014502182582,High Value
13488,2.8903717578961645,6.0473721790462776,9.101564029017187,High Value
16221,3.6375861597263857,4.564348191467836,6.759092844480235,Regular
15002,4.762173934797756,4.7535901911063645,7.404133033112973,Regular
15965,2.8903717578961645,4.718498871295094,6.696873740958812,Regular
15024,2.3978952727983707,5.030437921392435,7.400883218504078,High Value
17675,0.6931471805599453,6.559615237493242,9.922077680345927,High Value
13769,1.0986122886681098,4.912654885736052,7.936485014799888,High Value
16904,1.6094379124341003,6.501289670540389,8.203782970391725,High Value
16086,4.0943445622221,3.6888794541139363,7.023215619268875,Regular
13786,5.908082938168931,2.0794415416798357,5.444147814759576,At Risk
13880,3.091042453358316,5.111987788356544,8.077375740386112,High Value
13173,1.6094379124341003,3.784189633918261,5.871131387648096,Regular
15858,2.833213344056216,5.241747015059643,7.264429222920369,High Value
15180,5.908082938168931,1.9459101490553132,4.483002552013883,At Risk
12347,1.0986122886681098,5.204006687076795,8.309283020742617,High Value
14739,1.6094379124341003,3.9889840465642745,8.050014368645265,High Value
16293,3.1354942159291497,4.77912349311153,7.718681050744145,High Value
17419,2.4849066497880004,5.332718793265369,8.349382638885205,High Value
16775,2.3978952727983707,5.062595033026967,7.433967913188473,High Value
16306,5.3706380281276624,3.7376696182833684,6.450896871486089,Regular
16950,4.060443010546419,3.7612001156935624,7.072896766566239,Regular
17591,4.30406509320417,5.062595033026967,7.698333116816846,Regular
16125,5.908082938168931,2.6390573296152584,5.671087091818059,At Risk
13807,5.908082938168931,2.0794415416798357,4.732683506287051,At Risk
12839,1.3862943611198906,5.752572638825633,8.629167388389371,High Value
15081,3.1354942159291497,3.5263605246161616,6.226141334235865,Regular
18102,0.6931471805599453,5.60947179518496,11.233394349693771,High Value
16365,2.9444389791664403,3.9512437185814275,7.340459348477051,Regular
14821,5.908082938168931,1.0986122886681098,3.9080149840306073,At Risk
16863,3.4657359027997265,3.295836866004329,6.22217936391851,Regular
13078,1.3862943611198906,5.8664680569332965,9.351574273965314,High Value
13267,1.3862943611198906,5.356586274672012,8.416818006100614,High Value
13050,2.772588722239781,6.0014148779611505,8.672119570311168,High Value
12709,2.772588722239781,5.337538079701318,9.180656121866383,High Value
15628,1.791759469228055,5.049856007249537,7.962499271193586,High Value
12386,5.82600010738045,2.3978952727983707,5.998688392197302,At Risk
16779,1.0986122886681098,5.805134968916488,9.26980856067564,High Value
13599,0.6931471805599453,5.5093883366279774,8.546930618480117,High Value
13329,3.4965075614664802,2.8903717578961645,6.672032945461067,Regular
18077,2.1972245773362196,5.4116460518550396,7.85763938171581,High Value
14744,2.833213344056216,3.295836866004329,7.00395597125342,Regular
17406,5.811140992976701,4.718498871295094,7.689563308737489,Regular
15750,1.3862943611198906,5.676753802268282,7.809561616655318,High Value
13983,3.4339872044851463,4.68213122712422,7.864969120264265,High Value
